PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Boarding,Fare,Cabin,Embarked,Deck,Embarked-C,Embarked-Q,Embarked-S,Deck-A,Deck-B,Deck-C,Deck-D,Deck-E,Deck-F,Deck-G,Deck-T,FamilySize,AgeGroup
641,0,3,1,20.0,0,0,,350050,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
642,1,1,0,24.0,0,0,PC,17477,69.3,B35,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
643,0,3,0,2.0,3,2,,347088,27.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Child (0-12)
644,1,3,1,32.969035352995604,0,0,,1601,56.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
645,1,3,0,0.75,2,1,,2666,19.2583,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Child (0-12)
646,1,1,1,48.0,1,0,PC,17572,76.7292,D33,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
647,0,3,1,19.0,0,0,,349231,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
648,1,1,1,56.0,0,0,,13213,35.5,A26,C,A,1,0,0,1,0,0,0,0,0,0,0,1,Adult (19-59)
649,0,3,1,29.430435541680957,0,0,S.O./P.P.,751,7.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
650,1,3,0,23.0,0,0,CA.,2314,7.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
651,0,3,1,39.328112712524884,0,0,,349221,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
652,1,2,0,18.0,0,1,,231919,23.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
653,0,3,1,21.0,0,0,,8475,8.4333,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
654,1,3,0,18.146976917461163,0,0,,330919,7.8292,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
655,0,3,0,18.0,0,0,,365226,6.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
656,0,2,1,24.0,2,0,S.O.C.,14879,73.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
657,0,3,1,11.869842542951336,0,0,,349223,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
658,0,3,0,32.0,1,1,,364849,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
659,0,2,1,23.0,0,0,,29751,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
660,0,1,1,58.0,0,2,,35273,113.275,D48,C,D,1,0,0,0,0,0,1,0,0,0,0,3,Adult (19-59)
661,1,1,1,50.0,2,0,PC,17611,133.65,,S,C,0,0,1,0,0,1,0,0,0,0,0,3,Adult (19-59)
662,0,3,1,40.0,0,0,,2623,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
663,0,1,1,47.0,0,0,,5727,25.5875,E58,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
664,0,3,1,36.0,0,0,,349210,7.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
665,1,3,1,20.0,1,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
666,0,2,1,32.0,2,0,S.O.C.,14879,73.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
667,0,2,1,25.0,0,0,,234686,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
668,0,3,1,44.37941060190965,0,0,,312993,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
669,0,3,1,43.0,0,0,A/5,3536,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
670,1,1,0,24.25600471924838,1,0,,19996,52.0,C126,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
671,1,2,0,40.0,1,1,,29750,39.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
672,0,1,1,31.0,1,0,F.C.,12750,52.0,B71,S,B,0,0,1,0,1,0,0,0,0,0,0,2,Adult (19-59)
673,0,2,1,70.0,0,0,C.A.,24580,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
674,1,2,1,31.0,0,0,,244270,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
675,0,2,1,2.063746116276427,0,0,,239856,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
676,0,3,1,18.0,0,0,,349912,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
677,0,3,1,24.5,0,0,,342826,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
678,1,3,0,18.0,0,0,,4138,9.8417,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
679,0,3,0,43.0,1,6,CA,2144,46.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,8,Adult (19-59)
680,1,1,1,36.0,0,1,PC,17755,512.3292,B51 B53 B55,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
681,0,3,0,-3.442835567735692,0,0,,330935,8.1375,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,
682,1,1,1,27.0,0,0,PC,17572,76.7292,D49,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
683,0,3,1,20.0,0,0,,2144,9.225,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
684,0,3,1,14.0,5,2,CA,2144,46.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,8,Teen (13-18)
685,0,2,1,60.0,1,1,,29750,39.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
686,0,2,1,25.0,1,2,SC/Paris,2123,41.5792,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Adult (19-59)
687,0,3,1,14.0,4,1,,3101295,39.6875,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Teen (13-18)
688,0,3,1,19.0,0,0,,349228,10.1708,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
689,0,3,1,18.0,0,0,,350036,7.7958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
690,1,1,0,15.0,0,1,,24160,211.3375,B5,S,B,0,0,1,0,1,0,0,0,0,0,0,2,Teen (13-18)
691,1,1,1,31.0,1,0,,17474,57.0,B20,S,B,0,0,1,0,1,0,0,0,0,0,0,2,Adult (19-59)
692,1,3,0,4.0,0,1,,349256,13.4167,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Child (0-12)
693,1,3,1,26.4361889944829,0,0,,1601,56.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
694,0,3,1,25.0,0,0,,2672,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
695,0,1,1,60.0,0,0,,113800,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
696,0,2,1,52.0,0,0,,248731,13.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
697,0,3,1,44.0,0,0,,363592,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
698,1,3,0,42.11862459310571,0,0,,35852,7.7333,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
699,0,1,1,49.0,1,1,,17421,110.8833,C68,C,C,1,0,0,0,0,1,0,0,0,0,0,3,Adult (19-59)
700,0,3,1,42.0,0,0,,348121,7.65,F G63,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
701,1,1,0,18.0,1,0,PC,17757,227.525,C62 C64,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Teen (13-18)
702,1,1,1,35.0,0,0,PC,17475,26.2875,E24,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
703,0,3,0,18.0,0,1,,2691,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Teen (13-18)
704,0,3,1,25.0,0,0,,36864,7.7417,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
705,0,3,1,26.0,1,0,,350025,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
706,0,2,1,39.0,0,0,,250655,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
707,1,2,0,45.0,0,0,,223596,13.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
708,1,1,1,42.0,0,0,PC,17476,26.2875,E24,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
709,1,1,0,22.0,0,0,,113781,151.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
710,1,3,1,20.730792363176203,1,1,,2661,15.2458,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
711,1,1,0,24.0,0,0,PC,17482,49.5042,C90,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
712,0,1,1,13.085818071831575,0,0,,113028,26.55,C124,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Teen (13-18)
713,1,1,1,48.0,1,0,,19996,52.0,C126,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
714,0,3,1,29.0,0,0,,7545,9.4833,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
715,0,2,1,52.0,0,0,,250647,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
716,0,3,1,19.0,0,0,,348124,7.65,F G73,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
717,1,1,0,38.0,0,0,PC,17757,227.525,C45,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
718,1,2,0,27.0,0,0,,34218,10.5,E101,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
719,0,3,1,36.99000436038915,0,0,,36568,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
720,0,3,1,33.0,0,0,,347062,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
721,1,2,0,6.0,0,1,,248727,33.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Child (0-12)
722,0,3,1,17.0,1,0,,350048,7.0542,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
723,0,2,1,34.0,0,0,,12233,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
724,0,2,1,50.0,0,0,,250643,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
725,1,1,1,27.0,1,0,,113806,53.1,E8,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
726,0,3,1,20.0,0,0,,315094,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
727,1,2,0,30.0,3,0,,31027,21.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
728,1,3,0,19.40164201424079,0,0,,36866,7.7375,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
729,0,2,1,25.0,1,0,,236853,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
730,0,3,0,25.0,1,0,STON/O2.,31,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
731,1,1,0,29.0,0,0,,24160,211.3375,B5,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
732,0,3,1,11.0,0,0,,2699,18.7875,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Child (0-12)
733,0,2,1,46.702563117764235,0,0,,239855,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
734,0,2,1,23.0,0,0,,28425,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
735,0,2,1,23.0,0,0,,233639,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
736,0,3,1,28.5,0,0,,54636,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
737,0,3,0,48.0,1,3,W./C.,6608,34.375,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
738,1,1,1,35.0,0,0,PC,17755,512.3292,B101,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
739,0,3,1,24.28756790409948,0,0,,349201,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
740,0,3,1,-0.9474119786851105,0,0,,349218,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,
741,1,1,1,27.892491864389946,0,0,,16988,30.0,D45,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
742,0,1,1,36.0,1,0,,19877,78.85,C46,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
743,1,1,0,21.0,2,2,PC,17608,262.375,B57 B59 B63 B66,C,B,1,0,0,0,1,0,0,0,0,0,0,5,Adult (19-59)
744,0,3,1,24.0,1,0,,376566,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
745,1,3,1,31.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
746,0,1,1,70.0,1,1,WE/P,5735,71.0,B22,S,B,0,0,1,0,1,0,0,0,0,0,0,3,Senior (60+)
747,0,3,1,16.0,1,1,C.A.,2673,20.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Teen (13-18)
748,1,2,0,30.0,0,0,,250648,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
749,0,1,1,19.0,1,0,,113773,53.1,D30,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Adult (19-59)
750,0,3,1,31.0,0,0,,335097,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
751,1,2,0,4.0,1,1,,29103,23.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
752,1,3,1,6.0,0,1,,392096,12.475,E121,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Child (0-12)
753,0,3,1,33.0,0,0,,345780,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
754,0,3,1,23.0,0,0,,349204,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
755,1,2,0,48.0,1,2,,220845,65.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
756,1,2,1,0.67,1,1,,250649,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
757,0,3,1,28.0,0,0,,350042,7.7958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
758,0,2,1,18.0,0,0,,29108,11.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
759,0,3,1,34.0,0,0,,363294,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
760,1,1,0,33.0,0,0,,110152,86.5,B77,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
761,0,3,1,27.821472032043566,0,0,,358585,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
762,0,3,1,41.0,0,0,SOTON/O2,31,7.125,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
763,1,3,1,20.0,0,0,,2663,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
764,1,1,0,36.0,1,2,,113760,120.0,B96 B98,S,B,0,0,1,0,1,0,0,0,0,0,0,4,Adult (19-59)
765,0,3,1,16.0,0,0,,347074,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
766,1,1,0,51.0,1,0,,13502,77.9583,D11,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Adult (19-59)
767,0,1,1,23.83777632917068,0,0,,112379,39.6,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
768,0,3,0,30.5,0,0,,364850,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
769,0,3,1,37.86366535346274,1,0,,371110,24.15,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
770,0,3,1,32.0,0,0,,8471,8.3625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
771,0,3,1,24.0,0,0,,345781,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
772,0,3,1,48.0,0,0,,350047,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
773,0,2,0,57.0,0,0,S.O./P.P.,3,10.5,E77,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
774,0,3,1,39.57602721374945,0,0,,2674,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
775,1,2,0,54.0,1,3,,29105,23.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
776,0,3,1,18.0,0,0,,347078,7.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
777,0,3,1,27.238186683757124,0,0,,383121,7.75,F38,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
778,1,3,0,5.0,0,0,,364516,12.475,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
779,0,3,1,40.00726258566216,0,0,,36865,7.7375,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
780,1,1,0,43.0,0,1,,24160,211.3375,B3,S,B,0,0,1,0,1,0,0,0,0,0,0,2,Adult (19-59)
781,1,3,0,13.0,0,0,,2687,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
782,1,1,0,17.0,1,0,,17474,57.0,B20,S,B,0,0,1,0,1,0,0,0,0,0,0,2,Teen (13-18)
783,0,1,1,29.0,0,0,,113501,30.0,D6,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
784,0,3,1,24.408979055336058,1,2,W./C.,6607,23.45,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
785,0,3,1,25.0,0,0,SOTON/O.Q.,31,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
786,0,3,1,25.0,0,0,,374887,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
787,1,3,0,18.0,0,0,,3101265,7.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
788,0,3,1,8.0,4,1,,382652,29.125,,Q,F,0,1,0,0,0,0,0,0,1,0,0,6,Child (0-12)
789,1,3,1,1.0,1,2,C.A.,2315,20.575,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Child (0-12)
790,0,1,1,46.0,0,0,PC,17593,79.2,B82 B84,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
791,0,3,1,27.301942634304563,0,0,,12460,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
792,0,2,1,16.0,0,0,,239865,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
793,0,3,0,-37.92806975820314,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,
794,0,1,1,37.756511215538744,0,0,PC,17600,30.6958,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
795,0,3,1,25.0,0,0,,349203,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
796,0,2,1,39.0,0,0,,28213,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
797,1,1,0,49.0,0,0,,17465,25.9292,D17,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
798,1,3,0,31.0,0,0,,349244,8.6833,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
799,0,3,1,30.0,0,0,,2685,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
800,0,3,0,30.0,1,1,,345773,24.15,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
801,0,2,1,34.0,0,0,,250647,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
802,1,2,0,31.0,1,1,C.A.,31921,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
803,1,1,1,11.0,1,2,,113760,120.0,B96 B98,S,B,0,0,1,0,1,0,0,0,0,0,0,4,Child (0-12)
804,1,3,1,0.42,0,1,,2625,8.5167,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Child (0-12)
805,1,3,1,27.0,0,0,,347089,6.975,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
806,0,3,1,31.0,0,0,,347063,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
807,0,1,1,39.0,0,0,,112050,0.0,A36,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Adult (19-59)
808,0,3,0,18.0,0,0,,347087,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
809,0,2,1,39.0,0,0,,248723,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
810,1,1,0,33.0,1,0,,113806,53.1,E8,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
811,0,3,1,26.0,0,0,,3474,7.8875,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
812,0,3,1,39.0,0,0,A/4,48871,24.15,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
813,0,2,1,35.0,0,0,,28206,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
814,0,3,0,6.0,4,2,,347082,31.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
815,0,3,1,30.5,0,0,,364499,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
816,0,1,1,28.151256844189927,0,0,,112058,0.0,B102,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
817,0,3,0,23.0,0,0,STON/O2.,31,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
818,0,2,1,31.0,1,1,S.C./PARIS,2079,37.0042,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
819,0,3,1,43.0,0,0,C,7075,6.45,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
820,0,3,1,10.0,3,2,,347088,27.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Child (0-12)
821,1,1,0,52.0,1,1,,12749,93.5,B69,S,B,0,0,1,0,1,0,0,0,0,0,0,3,Adult (19-59)
822,1,3,1,27.0,0,0,,315098,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
823,0,1,1,38.0,0,0,,19972,0.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
824,1,3,0,27.0,0,1,,392096,12.475,E121,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
825,0,3,1,2.0,4,1,,3101295,39.6875,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Child (0-12)
826,0,3,1,53.37783198962694,0,0,,368323,6.95,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
827,0,3,1,7.660200577821204,0,0,,1601,56.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
828,1,2,1,1.0,0,2,S.C./PARIS,2079,37.0042,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Child (0-12)
829,1,3,1,27.129973278914257,0,0,,367228,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
830,1,1,0,62.0,0,0,,113572,80.0,B28,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Senior (60+)
831,1,3,0,15.0,1,0,,2659,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Teen (13-18)
832,1,2,1,0.83,1,1,,29106,18.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
833,0,3,1,23.527304715697223,0,0,,2671,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
834,0,3,1,23.0,0,0,,347468,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
835,0,3,1,18.0,0,0,,2223,8.3,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
836,1,1,0,39.0,1,1,PC,17756,83.1583,E49,C,E,1,0,0,0,0,0,0,1,0,0,0,3,Adult (19-59)
837,0,3,1,21.0,0,0,,315097,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
838,0,3,1,40.92159961606169,0,0,,392092,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
839,1,3,1,32.0,0,0,,1601,56.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
840,1,1,1,40.27041772384847,0,0,,11774,29.7,C47,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
841,0,3,1,20.0,0,0,SOTON/O2,31,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
842,0,2,1,16.0,0,0,S.O./P.P.,3,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
843,1,1,0,30.0,0,0,,113798,31.0,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
844,0,3,1,34.5,0,0,,2683,6.4375,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
845,0,3,1,17.0,0,0,,315090,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
846,0,3,1,42.0,0,0,C.A.,5547,7.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
847,0,3,1,-23.737917850768856,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,
848,0,3,1,35.0,0,0,,349213,7.8958,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
849,0,2,1,28.0,0,1,,248727,33.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
850,1,1,0,36.21213085638324,1,0,,17453,89.1042,C92,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
851,0,3,1,4.0,4,2,,347082,31.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
852,0,3,1,74.0,0,0,,347060,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
853,0,3,0,9.0,1,1,,2678,15.2458,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Child (0-12)
854,1,1,0,16.0,0,1,PC,17592,39.4,D28,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Teen (13-18)
855,0,2,0,44.0,1,0,,244252,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
